,type,id,bnf_code,nm
33,amp,3181411000001102,0302000C0BEACAT,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd)
121,amp,34215311000001107,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)
126,amp,34677011000001107,0302000N0BJAABF,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Mylan)
136,amp,9003911000001102,0302000U0BBAAAA,Alvesco 80 inhaler (AstraZeneca UK Ltd)
50,amp,3112511000001109,0302000C0BIAEBJ,Asmabec 100 Clickhaler (Focus Pharmaceuticals Ltd)
49,amp,3111911000001108,0302000C0BIADBI,Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd)
134,amp,4045711000001107,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)
135,amp,4043811000001103,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)
38,amp,3181711000001108,0302000C0BFAEAT,Beclazone 100 Easi-Breathe inhaler (Teva UK Ltd)
35,amp,3178811000001101,0302000C0BFABAB,Beclazone 100 inhaler (Teva UK Ltd)
40,amp,3179511000001105,0302000C0BFAGAR,Beclazone 200 inhaler (Teva UK Ltd)
37,amp,3604611000001104,0302000C0BFADAS,Beclazone 50 Easi-Breathe inhaler (Teva UK Ltd)
34,amp,3176411000001104,0302000C0BFAAAA,Beclazone 50 inhaler (Teva UK Ltd)
8,amp,3178211000001102,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd)
10,amp,3179011000001102,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd)
13,amp,11400511000001100,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd)
12,amp,7379111000001102,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Kent Pharmaceuticals Ltd)
9,amp,3178411000001103,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Mylan)
14,amp,17794111000001108,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)
11,amp,4773811000001101,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler (Teva UK Ltd)
22,amp,4332611000001107,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd)
23,amp,15052211000001104,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler (Sigma Pharmaceuticals Plc)
1,amp,3175711000001102,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd)
4,amp,3177111000001107,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd)
6,amp,11400011000001108,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd)
3,amp,3176711000001105,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Kent Pharmaceuticals Ltd)
2,amp,3175911000001100,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Mylan)
7,amp,17793411000001101,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)
5,amp,4773611000001100,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler (Teva UK Ltd)
44,amp,3086011000001108,0302000C0BHABAL,Becodisks 100microgram (GlaxoSmithKline UK Ltd)
43,amp,3088611000001100,0302000C0BHAAAG,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd)
46,amp,3099811000001109,0302000C0BHADAK,Becodisks 200microgram (GlaxoSmithKline UK Ltd)
45,amp,3096011000001109,0302000C0BHACAH,Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd)
48,amp,3104911000001109,0302000C0BHAFAQ,Becodisks 400microgram (GlaxoSmithKline UK Ltd)
47,amp,3102211000001109,0302000C0BHAEAJ,Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)
28,amp,3178611000001100,0302000C0BCAHAB,Becotide 100 inhaler (GlaxoSmithKline UK Ltd)
25,amp,3190311000001103,0302000C0BCACAE,Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd)
30,amp,3179311000001104,0302000C0BCAQAR,Becotide 200 inhaler (GlaxoSmithKline UK Ltd)
26,amp,3192111000001101,0302000C0BCADAF,Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd)
27,amp,3194011000001108,0302000C0BCAGAI,Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd)
29,amp,3176211000001103,0302000C0BCAIAA,Becotide 50 inhaler (GlaxoSmithKline UK Ltd)
84,amp,8031811000001102,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder (Mylan)
85,amp,9111811000001100,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation powder refill (Mylan)
60,amp,10618211000001109,0302000C0BPABBF,Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)
61,amp,10619311000001107,0302000C0BPACBV,Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)
59,amp,10617711000001103,0302000C0BPAABE,Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)
131,amp,35594211000001100,0302000N0BLABBF,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)
130,amp,35594011000001105,0302000N0BLAABE,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)
89,amp,25254111000001105,0302000K0BHAAAM,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)
58,amp,9525111000001105,0302000C0BNAABU,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
86,amp,10073911000001106,0302000K0BGAAAK,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
87,amp,10074611000001102,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
42,amp,3177911000001105,0302000C0BGABAB,Filair 100 inhaler (Meda Pharmaceuticals Ltd)
41,amp,3175211000001109,0302000C0BGAAAA,Filair 50 inhaler (Meda Pharmaceuticals Ltd)
97,amp,3099611000001105,0302000N0BBADAD,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)
96,amp,3098611000001101,0302000N0BBACAC,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
101,amp,3184311000001107,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
104,amp,398511000001105,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
98,amp,3106311000001102,0302000N0BBAEAE,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
102,amp,3184911000001108,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
95,amp,3097711000001109,0302000N0BBAAAA,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
100,amp,3183811000001101,0302000N0BBARAR,Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
106,amp,726611000001102,0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
113,amp,21019411000001101,0302000N0BDAABJ,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
115,amp,21020611000001104,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
116,amp,35647311000001101,0302000N0BDADBP,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
117,amp,35650811000001109,0302000N0BDAEBQ,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
92,amp,34950311000001108,0302000K0BIABAM,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
93,amp,34950611000001103,0302000K0BIADAL,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
63,amp,12906411000001100,0302000C0BQAABX,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)
65,amp,26112111000001106,0302000C0BRAABY,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)
128,amp,35515511000001100,0302000N0BKAAAY,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
68,amp,35430311000001103,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)
67,amp,35430111000001100,0302000C0BSAABE,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)
77,amp,3113111000001106,0302000K0BBAKAK,Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)
78,amp,14951111000001102,0302000K0BBAMAZ,Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)
75,amp,3112411000001105,0302000K0BBAHAG,Pulmicort 200 Turbohaler (AstraZeneca UK Ltd)
73,amp,2924111000001109,0302000K0BBADAD,Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)
79,amp,15358411000001102,0302000K0BBANBA,Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)
74,amp,3240911000001108,0302000K0BBAEAA,Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)
55,amp,3177711000001108,0302000C0BJADBH,Qvar 100 Autohaler (Teva UK Ltd)
53,amp,3175611000001106,0302000C0BJABBF,Qvar 100 inhaler (Teva UK Ltd)
57,amp,8159711000001102,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)
54,amp,3177411000001102,0302000C0BJACBG,Qvar 50 Autohaler (Teva UK Ltd)
52,amp,3176811000001102,0302000C0BJAABE,Qvar 50 inhaler (Teva UK Ltd)
56,amp,8159511000001107,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)
139,amp,23622011000001107,0302000V0BBABAB,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
124,amp,34023611000001101,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)
107,amp,3186911000001100,0302000N0BCAAAX,Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)
111,amp,810211000001105,0302000N0BCAEBF,Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)
108,amp,3187211000001106,0302000N0BCABAY,Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)
110,amp,453611000001102,0302000N0BCADBE,Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)
118,amp,29782111000001107,0302000N0BFAABF,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Mylan)
71,amp,36603611000001108,0302000C0BTACBF,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
70,amp,36603411000001105,0302000C0BTABBV,Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
69,amp,36603211000001106,0302000C0BTAABE,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
80,amp,3294211000001101,0302000K0BDAAAL,Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)
81,amp,3294611000001104,0302000K0BDABAM,Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)
83,amp,32926011000001100,0302000K0BDADBB,Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
140,amp,34952211000001104,0302000V0BCAAA0,Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
0,amp,34681611000001100,0301011ABBBAAA0,Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
31,amp,3292811000001106,0302000C0BDAAAN,Ventide inhaler (GlaxoSmithKline UK Ltd)
151,vmp,35907611000001101,0302000C0AAALAL,Beclometasone 100microgram inhalation powder blisters
146,vmp,35907711000001105,0302000C0AAAGAG,Beclometasone 100microgram inhalation powder blisters with device
169,vmp,26148711000001101,0302000C0AABYBY,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
168,vmp,12911011000001100,0302000C0AABXBX,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
155,vmp,35907811000001102,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler
160,vmp,35907911000001107,0302000C0AABHBH,Beclometasone 100micrograms/dose breath actuated inhaler CFC free
162,vmp,35908011000001109,0302000C0AABJBJ,Beclometasone 100micrograms/dose dry powder inhaler
143,vmp,320537007,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler
158,vmp,35908111000001105,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free
150,vmp,35908211000001104,0302000C0AAAKAK,Beclometasone 200microgram inhalation powder blisters
147,vmp,35908311000001107,0302000C0AAAHAH,Beclometasone 200microgram inhalation powder blisters with device
145,vmp,320535004,0302000C0AAAFAF,Beclometasone 200microgram inhalation powder capsules
165,vmp,35908411000001100,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler
153,vmp,35908511000001101,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler
166,vmp,10621011000001101,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free
152,vmp,35908911000001108,0302000C0AAAQAQ,Beclometasone 400microgram inhalation powder blisters
149,vmp,35909011000001104,0302000C0AAAJAJ,Beclometasone 400microgram inhalation powder blisters with device
148,vmp,320520000,0302000C0AAAIAI,Beclometasone 400microgram inhalation powder capsules
164,vmp,35909111000001103,0302000C0AABSBS,Beclometasone 400micrograms/dose dry powder inhaler
154,vmp,35909211000001109,0302000C0AAASAS,Beclometasone 50micrograms/dose breath actuated inhaler
159,vmp,35909311000001101,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inhaler CFC free
161,vmp,35909411000001108,0302000C0AABIBI,Beclometasone 50micrograms/dose dry powder inhaler
142,vmp,35909511000001107,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler
157,vmp,35909611000001106,0302000C0AABEBE,Beclometasone 50micrograms/dose inhaler CFC free
177,vmp,35912011000001109,0302000K0AAALAL,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
176,vmp,35912111000001105,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler
182,vmp,14959511000001107,0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free
178,vmp,134498003,0302000K0AAAMAM,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
184,vmp,32960711000001105,0302000K0AABBBB,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
181,vmp,9117811000001107,0302000K0AAAWAW,Budesonide 200micrograms/dose dry powder inhalation cartridge
180,vmp,8024611000001102,0302000K0AAAVAV,Budesonide 200micrograms/dose dry powder inhalation cartridge with device
174,vmp,35912411000001100,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler
173,vmp,35912511000001101,0302000K0AAADAD,Budesonide 200micrograms/dose inhaler
183,vmp,15374611000001106,0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free
172,vmp,35912811000001103,0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler
211,vmp,9004511000001107,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free
207,vmp,35647511000001107,0302000N0AABPBP,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
204,vmp,21113711000001102,0302000N0AABJBJ,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
201,vmp,320275008,0302000N0AABFBF,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
198,vmp,320614005,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free
208,vmp,35647611000001106,0302000N0AABQBQ,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
206,vmp,21113911000001100,0302000N0AABLBL,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
200,vmp,320274007,0302000N0AABEBE,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
203,vmp,320618008,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free
214,vmp,23661411000001103,0302000V0AAABAB,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
187,vmp,36059211000001108,0302000N0AAADAD,Fluticasone propionate 100microgram inhalation powder blisters
186,vmp,36059311000001100,0302000N0AAACAC,Fluticasone propionate 100microgram inhalation powder blisters with device
195,vmp,320277000,0302000N0AAAXAX,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
192,vmp,320603007,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler
188,vmp,36059411000001107,0302000N0AAAEAE,Fluticasone propionate 250microgram inhalation powder blisters with device
196,vmp,320279002,0302000N0AAAYAY,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
193,vmp,36565411000001101,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler
185,vmp,36059911000001104,0302000N0AAAAAA,Fluticasone propionate 50microgram inhalation powder blisters with device
191,vmp,320602002,0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler
215,vmp,34955111000001103,0302000V0BCAAA0,Generic Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler
141,vmp,34683311000001106,0301011ABBBAAA0,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
209,vmp,408026006,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler
210,vmp,408013007,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler